time_s,x_m,y_m,vx_m_s,vy_m_s,radius_m,speed_m_s,acceleration_m_s2,specific_energy_J_kg,angular_momentum_m2_s
41386.2948481,-73739419.0958,102628103.496,-2261.42235511,1206.52121875,126372582.295,2563.14738544,0.0249594118287,130676.934389,143117313712
41611.2203636,-74247702.2771,102898968.166,-2258.15531522,1201.98383849,126889396.495,2558.13028903,0.0247565089926,130676.802432,143117313712
41836.1458791,-74755252.5925,103168817.165,-2254.90576964,1197.48973158,127405465.446,2553.15132478,0.0245563576069,130676.673043,143117313712
42061.0713946,-75262073.9623,103437660.156,-2251.67359,1193.03826144,127920793.132,2548.21000884,0.0243589060239,130676.546157,143117313712
42285.99691,-75768170.2783,103705506.657,-2248.45864842,1188.62880401,128435383.514,2543.30586587,0.0241641038245,130676.421716,143117313712
42510.9224255,-76273545.4034,103972366.049,-2245.26081757,1184.26074742,128949240.518,2538.43842879,0.0239719017833,130676.299662,143117313712
42735.847941,-76778203.1718,104238247.575,-2242.07997069,1179.93349171,129462368.045,2533.60723866,0.0237822518347,130676.179936,143117313712
42960.7734565,-77282147.3897,104503160.346,-2238.91598159,1175.64644855,129974769.965,2528.81184445,0.02359510704,130676.062486,143117313712
43185.6989719,-77785381.8344,104767113.342,-2235.76872474,1171.39904094,130486450.121,2524.05180288,0.0234104215552,130675.947256,143117313712
43410.6244874,-78287910.2555,105030115.413,-2232.63807521,1167.19070294,130997412.325,2519.32667828,0.0232281506005,130675.834195,143117313712
43635.5500029,-78789736.3743,105292175.283,-2229.52390875,1163.02087941,131507660.362,2514.63604238,0.0230482504308,130675.723252,143117313712
43860.4755184,-79290863.8844,105553301.554,-2226.42610181,1158.88902579,132017197.988,2509.9794742,0.0228706783063,130675.614379,143117313712
44085.4010339,-79791296.4515,105813502.706,-2223.34453151,1154.79460778,132526028.931,2505.35655985,0.0226953924652,130675.507526,143117313712
